"#","Word","Frequency","Translation"
136,"toliau",0.0006564636903342051,"below"
137,"mums",0.0006538448192291484,"to us"
138,"kitą",0.0006518806659003559,"another"
139,"žmonių",0.0006442422918439406,"people"
140,"taigi",0.0006407504637038651,"hence"
141,"tikrai",0.0006405322244451104,"sure"
142,"galima",0.0006363856785287706,"can"
143,"niekada",0.0006208906911571853,"never"
144,"metu",0.0006139070348770342,"years"
145,"pas",0.0006119428815482417,"at"
146,"tad",0.0006025585934217886,"then"
147,"du",0.0006003762008342414,"two"
148,"apple",0.0005923013482603167,"apple"
149,"dieną",0.0005875000845677128,"day"
150,"kuo",0.0005800799497700522,"what"
151,"laiko",0.0005768063608887314,"time"
152,"staiga",0.0005737510112661652,"suddenly"
153,"viena",0.0005722233364548823,"one"
154,"visiškai",0.0005650214409159763,"completely"
155,"jums",0.0005552006742720138,"you"
156,"moteris",0.0005475623002155986,"woman"
157,"štai",0.00053468618394907,"lo and behold"
158,"juo",0.0005311943558089944,"drink it"
159,"šį",0.0005279207669276736,"this one"
160,"galėjo",0.0005222465462000508,"could"
161,"vyras",0.0005194094358362394,"man"
162,"dėlto",0.0005185364788012205,"because"
163,"beveik",0.0005161358469549186,"almost"
164,"labiau",0.000515044650661145,"more"
165,"visų",0.0004993314240308049,"of all"
166,"tokia",0.0004986767062545407,"such"
167,"visus",0.0004975855099607671,"All"
168,"sau",0.00048623706850552155,"myself"
169,"mus",0.0004855823507292574,"us"
170,"tėvas",0.00048296347962420075,"father"
171,"tikriausiai",0.0004805628477778988,"probably"
172,"žinoma",0.0004785986944491063,"of course"
173,"laira",0.00047619806260280434,"lazy"
174,"esu",0.0004727062344627288,"i am"
175,"koks",0.00047248799520397403,"wood"
176,"ranką",0.00047226975594521933,"arm"
177,"kada",0.0004641949033712946,"when"
178,"kartu",0.00046375842485378517,"together"
179,"visas",0.00046092131448997376,"all"
180,"kurios",0.0004593936396786907,"which"
181,"tam",0.00045699300783238876,"for that"
182,"nori",0.0004515370263635207,"wants to"
183,"na",0.0004495728730347282,"Well"
184,"kuri",0.0004445533700833696,"which"
185,"kurio",0.000443462173789596,"whose"
186,"šalia",0.0004408433026845393,"near"
187,"stovėjo",0.0004397521063907657,"stood"
188,"buvau",0.0004382244315794826,"was"
189,"žemės",0.0004375697138032185,"of land"
190,"pasakyti",0.0004360420389919354,"to say"
191,"laiką",0.0004334231678868787,"time"
192,"diena",0.0004314590145580862,"day"
193,"turiu",0.00042993133974680316,"I have"
194,"atrodo",0.0004270942293829918,"it seems"
195,"irgi",0.00041399987385770844,"too"
196,"galėtų",0.00041181748127016123,"could"
197,"suprato",0.0004050520642487648,"understood"
198,"kurią",0.0004039608679549912,"making"
199,"kažkas",0.00040243319314370817,"something"
200,"tie",0.0004019967146261987,"those"
201,"bent",0.00040068727907367036,"at least"
202,"anksčiau",0.00039937784352114206,"earlier"
203,"vyrai",0.00039675897241608536,"men"
204,"kurių",0.00039370362279351925,"of which"
205,"tiesiog",0.0003932671442760098,"just"
206,"duris",0.00039261242649974565,"door"
207,"priešais",0.00039261242649974565,"opposite"
208,"geriau",0.000389993555394689,"better"
209,"žinojo",0.00038977531613593424,"knew"
210,"kuriuos",0.00038890235910091534,"which"
211,"visada",0.00038781116280714174,"always"
212,"rankas",0.00038562877021959454,"hands"
213,"pažvelgė",0.00038366461689080204,"looked up"
214,"kiti",0.0003773356783869151,"others"
215,"save",0.0003771174391281604,"yourself"
216,"namo",0.0003771174391281604,"back home"
217,"virš",0.0003760262428343867,"up"
218,"tuomet",0.00037537152505812257,"then"
219,"greitai",0.0003747168072818584,"quickly"
220,"galbūt",0.00037449856802310367,"possibly"
221,"vien",0.00037144321840053756,"alone"
222,"negalėjo",0.00037144321840053756,"could not"
223,"vėliau",0.0003707885006242734,"later"
224,"kitų",0.00036926082581299036,"of others"
225,"pasirodė",0.00036729667248419786,"appeared"
226,"akys",0.00036664195470793366,"eyes"
227,"sako",0.0003662054761904242,"says"
228,"negali",0.0003659872369316695,"cannot"
229,"atgal",0.0003651142798966506,"back"
230,"tiesa",0.00036031301620404675,"right"
231,"ta",0.0003598765376865373,"he"
232,"pamatė",0.00035965829842778254,"seen"
233,"stalo",0.0003590035806515184,"table"
234,"tikrųjų",0.00035769414509899004,"indeed"
235,"šiandien",0.00035463879547642394,"today"
236,"ranka",0.00035442055621766924,"arm"
237,"pagaliau",0.00035267464214763143,"finally"
238,"netrukus",0.00035180168511261253,"soon"
239,"pradėjo",0.00035180168511261253,"started"
240,"kita",0.00035071048881883893,"the other"
241,"artiomas",0.0003500557710425748,"proximity"
242,"tos",0.00034852809623129173,"those"
243,"jas",0.0003472186606787634,"them"
244,"pati",0.00034525450734997087,"itself"
245,"žmogaus",0.0003445997895737067,"human"
246,"aplink",0.0003437268325386878,"around"
247,"tavęs",0.0003426356362449142,"of you"
248,"šitaip",0.0003408897221748764,"this way"
249,"vieno",0.00033914380810483866,"one"
250,"karalius",0.0003387073295873292,"the king"
251,"galvos",0.00033805261181106506,"head"
252,"žinau",0.00033543374070600835,"I know"
253,"ši",0.00033521550144725366,"this one"
254,"veidą",0.00033346958737721585,"face"
255,"netgi",0.00032539473480329114,"even"
256,"rankos",0.0003227758636982345,"hands"
257,"vandens",0.00032255762443947973,"water"
258,"jus",0.0003221211459219703,"you"
259,"kartais",0.0003219029066632156,"sometimes"
260,"ilgai",0.00032146642814570613,"for a long time"
261,"kitas",0.0003199387533344231,"the other"
262,"mintis",0.00031928403555815893,"thought"
263,"kokia",0.0003181928392643853,"what kind"
264,"naktį",0.0003171016429706117,"at night"
265,"metus",0.0003164469251943475,"years"
266,"gyvenimo",0.0003153557289005739,"of life"
267,"akimirką",0.0003147010111243097,"for a moment"
268,"durų",0.00031382805408929087,"door"
269,"galiausiai",0.0003136098148305361,"finally"
270,"miesto",0.00031317333631302667,"of the city"
271,"karo",0.0003125186185367625,"war"
272,"galiu",0.00030815383336166806,"I can"
273,"šią",0.00030728087632664916,"this"
274,"kelių",0.00030597144077412086,"road"
275,"dvi",0.0003044437659628378,"two"
276,"manau",0.0003044437659628378,"I think so"
277,"pasaulio",0.0003037890481865736,"of the world"
278,"gyvenimą",0.00030095193782276225,"life"
279,"padaryti",0.00029942426301147914,"do"
280,"mirties",0.00029724187042393194,"of death"
281,"tapo",0.0002968053919064225,"became"
282,"link",0.00029615067413015834,"link"
283,"tų",0.00029505947783638474,"of those"
284,"gi",0.00029113117117879973,"yeah"
285,"kito",0.00029047645340253553,"of another"
286,"darbo",0.00028938525710876193,"work"
287,"nebūtų",0.0002880758215562336,"would not"
288,"kažką",0.0002876393430387242,"something"
289,"vilis",0.0002874211037799694,"hope"
290,"pagal",0.0002874211037799694,"according to"
291,"šio",0.00028698462526246,"this"
292,"negu",0.0002858934289686864,"than"
293,"noriu",0.0002852387111924222,"I want to"
294,"daryti",0.0002843657541574033,"to do"
295,"galva",0.00028392927563989387,"head"
296,"išėjo",0.0002826198400873655,"came out"
297,"tuos",0.00028087392601732777,"those"
298,"veidas",0.0002802192082410636,"faces"
299,"sėdėjo",0.00027978272972355416,"sat down"
300,"šios",0.0002793462512060447,"this"
301,"kelias",0.00027890977268853526,"road"
302,"aišku",0.00027803681565351636,"of course"
303,"abu",0.00027781857639476166,"both"
304,"matė",0.0002762909015834786,"saw"
305,"pasaulyje",0.00027585442306596916,"in the world"
306,"eiti",0.0002756361838072144,"to go"
307,"tiesų",0.00027410850899593135,"indeed"
308,"sakė",0.00027389026973717665,"said"
309,"kiekvieną",0.0002725808341846483,"each"
310,"aila",0.00027214435566713885,"aila"
311,"tiesiai",0.0002695254845620822,"straight"
312,"sofi",0.0002693072453033275,"sofi"
313,"linktelėjo",0.00026908900604457275,"nodded"
314,"akių",0.0002684342882683086,"eyes"
315,"dievo",0.00026821604900955384,"god"
316,"pakėlė",0.00026799780975079914,"picked up"
317,"balsas",0.00026799780975079914,"voice"
318,"kalbėjo",0.0002677795704920444,"spoke"
319,"negaliu",0.00026712485271578024,"I can't"
320,"keletą",0.0002666883741982708,"several"
321,"jokių",0.0002664701349395161,"no"
322,"turbūt",0.0002658154171632519,"probably"
323,"akimis",0.00026516069938698774,"eyes"
324,"pradžių",0.00026516069938698774,"initially"
325,"pasakiau",0.0002645059816107236,"I said"
326,"norėjo",0.00026406950309321414,"wanted"
327,"visos",0.0002616688712469122,"all"
328,"liko",0.00026035943569438383,"left"
329,"namų",0.00026014119643562913,"House"
330,"esi",0.00025926823940061023,"you are"
331,"nežinau",0.00025905000014185553,"I don't know"
332,"lengdonas",0.0002588317608831008,"lengdon"
333,"šiek",0.00025817704310683663,"a little"
334,"reikėjo",0.0002575223253305725,"needed"
335,"greberis",0.0002562128897780441,"greber"
336,"tokie",0.00025490345422551577,"such"
337,"dažnai",0.00025468521496676107,"often"
338,"tiesą",0.00025468521496676107,"the truth"
339,"karaliaus",0.0002544669757080064,"of the king"
340,"tuoj",0.0002544669757080064,"imminent"
341,"kiekvienas",0.000253157540155478,"each"
342,"kam",0.00025293930089672327,"Why"
343,"kelią",0.0002522845831204591,"the way"
344,"žino",0.00025184810460294967,"knows"
345,"tokį",0.00025184810460294967,"such"
346,"kalba",0.0002511933868266855,"language"
347,"žemyn",0.0002503204297916666,"down"
348,"nuėjo",0.00024966571201540246,"went away"
349,"tokių",0.00024791979794536466,"such"
350,"tris",0.0002470468409103458,"three"
351,"kompanijos",0.00024682860165159106,"companies"
352,"šiaip",0.0002461738838753269,"anyway"
353,"matyti",0.00024573740535781746,"see"
354,"paties",0.0002450826875815533,"same"
355,"pajuto",0.00024486444832279855,"felt it"
356,"dienos",0.00024486444832279855,"days"
357,"gale",0.0002444279698052891,"In the end"
358,"vyrų",0.00024355501277027023,"men"
359,"sienos",0.00024355501277027023,"walls"
360,"atėjo",0.0002422455772177419,"has come"
361,"kitos",0.00024202733795898718,"others"
362,"tyliai",0.00024180909870023245,"quietly"
363,"žinai",0.000241372620182723,"you know"
364,"kitaip",0.00023897198833642104,"otherwise"
365,"tikras",0.00023875374907766632,"sure"
366,"aleksandras",0.00023809903130140217,"alexander"
367,"sofija",0.00023766255278389272,"sofia"
368,"metais",0.000237444313525138,"years"
369,"galo",0.00023700783500762854,"end"
370,"tokio",0.00023678959574887384,"such"
371,"tėvo",0.00023613487797260967,"father"
372,"trys",0.00023526192093759076,"three"
373,"vietą",0.00023460720316132661,"location"
374,"nusišypsojo",0.0002343889639025719,"smiled"
375,"drauge",0.00023417072464381716,"together"
376,"sunku",0.00023286128909128884,"difficult"
377,"pone",0.0002326430498325341,"sir"
378,"motina",0.00023242481057377939,"mother"
379,"visiems",0.00023198833205626993,"to everyone"
380,"pernelyg",0.0002306788965037416,"too"
381,"tokios",0.0002298059394687227,"such"
382,"pinigų",0.00022915122169245856,"money"
383,"būdavo",0.00022849650391619438,"it was"
384,"iškart",0.00022806002539868493,"right away"
385,"vietos",0.00022631411132864715,"places"
386,"padėjo",0.00022544115429362827,"helped"
387,"dievas",0.00022522291503487355,"god"
388,"šie",0.0002239134794823452,"these"
389,"pirmą",0.00022347700096483577,"first"
390,"puikiai",0.000221731086894798,"great"
391,"vadinasi",0.00022151284763604327,"hence"
392,"greičiau",0.00022129460837728854,"rather"
393,"atsistojo",0.00022063989060102436,"stood up"
394,"visuomet",0.0002197669335660055,"always"
395,"dviejų",0.00021954869430725076,"two"
396,"padėti",0.00021954869430725076,"help"
397,"šalį",0.00021933045504849604,"country"
398,"suprasti",0.0002191122157897413,"to understand"
399,"mergaitė",0.00021867573727223186,"girl"
400,"pusę",0.00021823925875472244,"half"
401,"turėtų",0.00021780278023721299,"should"
402,"laukė",0.0002171480624609488,"waited"
403,"vietoje",0.00021671158394343936,"instead"
404,"pasaulį",0.00021671158394343936,"the world"
405,"ypač",0.00021583862690842048,"especially"
406,"namus",0.00021496566987340158,"houses"
407,"žydų",0.00021474743061464685,"Jewish"
408,"žmones",0.0002140927128383827,"people"
409,"donas",0.00021387447357962798,"don"
410,"ja",0.0002132197558033638,"and"
411,"laikė",0.00021278327728585435,"kept"
412,"miestą",0.00021256503802709965,"city"
413,"kokį",0.00021234679876834493,"what kind"
414,"viso",0.00021169208099208075,"total"
415,"paėmė",0.00021147384173332602,"took"
416,"kojų",0.00021060088469830715,"legs"
417,"jokio",0.00021038264543955242,"no"
418,"kambarį",0.0002101644061807977,"room"
419,"šiuo",0.0002101644061807977,"this"
420,"moterys",0.00020994616692204297,"women"
421,"žodžius",0.00020994616692204297,"words"
422,"priėjo",0.00020885497062826937,"came"
423,"teko",0.00020885497062826937,"did"
424,"lordas",0.0002082002528520052,"Lord"
425,"mat",0.00020798201359325047,"mat"
426,"maiklas",0.00020798201359325047,"in the mouth"
427,"darbą",0.00020754553507574102,"work"
428,"neturi",0.00020754553507574102,"does not have"
429,"jokios",0.0002071090565582316,"no"
430,"balsu",0.00020689081729947687,"voice"
431,"vyno",0.00020645433878196742,"of wine"
432,"turime",0.00020601786026445797,"we have"
433,"kelio",0.0002053631424881938,"of the road"
434,"ėjo",0.0002051449032294391,"went"
435,"dvidešimt",0.00020492666397068436,"twenty"
436,"ponia",0.00020405370693566546,"Mrs."
437,"gyvenimas",0.00020405370693566546,"life"
438,"prisiminė",0.00020405370693566546,"remembered"
439,"patį",0.000203617228418156,"same"
440,"reiškia",0.0002031807499006466,"means"
441,"padarė",0.0002031807499006466,"made"
442,"galvoje",0.0002025260321243824,"in mind"
443,"vadas",0.00020230779286562768,"commander"
444,"pagalvojo",0.00020208955360687296,"thought"
445,"mudu",0.00020208955360687296,"moo"
446,"paprastai",0.00020208955360687296,"usually"
447,"toli",0.0002016530750893635,"away"
448,"gana",0.0002016530750893635,"quite"
449,"vienu",0.0002016530750893635,"one"
450,"vaikai",0.0002014348358306088,"children"
451,"sūnus",0.00020099835731309936,"son"
452,"patys",0.00020078011805434463,"ourselves"
453,"žodžiai",0.0001994706825018163,"words"
454,"oro",0.00019881596472555213,"air"
455,"pastebėjo",0.00019794300769053323,"noticed"
456,"savęs",0.0001975065291730238,"self"
457,"būtent",0.00019728828991426908,"namely"
458,"seniai",0.0001966335721380049,"long ago"
459,"žiūrėjo",0.00019619709362049545,"watched"
460,"grindų",0.00019510589732672185,"floor"
461,"galėčiau",0.00019510589732672185,"I could"
462,"dienų",0.00019314174399792934,"days"
463,"širdis",0.00019292350473917462,"heart"
464,"atsisėdo",0.0001927052654804199,"sat down"
465,"aiškiai",0.00019248702622166517,"Clearly"
466,"būčiau",0.00019205054770415574,"I would"
467,"dalis",0.00019183230844540102,"part"
468,"ramiai",0.00019139582992789157,"calmly"
469,"jūros",0.00019008639437536324,"of the sea"
470,"rytą",0.00019008639437536324,"in the morning"
471,"kalbėti",0.00019008639437536324,"to speak"
472,"laikas",0.00018986815511660851,"time"
473,"matyt",0.00018943167659909906,"apparently"
474,"it",0.0001887769588228349,"it"
475,"vienos",0.0001885587195640802,"one"
476,"grįžo",0.00018834048030532546,"returned"
477,"vakarą",0.000187904001787816,"in the evening"
478,"sakant",0.000187904001787816,"saying"
479,"gyventi",0.00018768576252906129,"to live"
480,"parodė",0.00018724928401155183,"showed"
481,"kraujo",0.00018659456623528768,"of blood"
482,"sušuko",0.00018615808771777823,"exclaimed"
483,"rankomis",0.00018615808771777823,"by hand"
484,"skyrius",0.00018615808771777823,"Section"
485,"kadangi",0.00018463041290649518,"whereas"
486,"sustojo",0.00018441217364774046,"stopped"
487,"oskaras",0.0001831027380952121,"oscar"
488,"jais",0.0001831027380952121,"them"
489,"kūną",0.00018244802031894795,"body"
490,"gulėjo",0.00018222978106019323,"was lying"
491,"kitus",0.00018179330254268378,"others"
492,"vardu",0.000180047388472646,"on behalf of"
493,"nereikia",0.00017939267069638182,"no need"
494,"stiopa",0.00017917443143762712,"stoppi"
495,"rankų",0.00017917443143762712,"hands"
496,"seras",0.00017830147440260822,"Sir"
497,"paaiškino",0.00017830147440260822,"explained"
498,"papurtė",0.0001780832351438535,"shook"
499,"pavyzdžiui",0.0001780832351438535,"for example"
500,"veido",0.00017764675662634404,"face"
501,"valandą",0.00017655556033257044,"an hour"
502,"tokią",0.00017655556033257044,"such"
503,"kevinas",0.000176119081815061,"kevin"
504,"norėdamas",0.00017590084255630627,"wishing"
505,"gera",0.00017568260329755154,"good"
506,"rachelė",0.00017546436403879684,"rachel"
507,"makas",0.00017524612478004212,"purse"
508,"šito",0.0001750278855212874,"of this"
509,"tiktai",0.00017480964626253266,"only"
510,"išgirdo",0.00017480964626253266,"heard"
511,"minučių",0.00017480964626253266,"minutes"
512,"nusprendė",0.00017459140700377794,"decided"
513,"žmona",0.00017371844996875904,"wife"
514,"nugaros",0.00017284549293374016,"of the back"
515,"kuriame",0.00017284549293374016,"in which"
516,"juodu",0.00017262725367498544,"in black"
517,"vienintelis",0.00017262725367498544,"the only one"
518,"supratau",0.0001724090144162307,"I realized"
519,"mergina",0.00017197253589872126,"girl"
520,"kartų",0.00017197253589872126,"together"
521,"pasigirdo",0.00017175429663996656,"boasted"
522,"levas",0.00017153605738121183,"lava"
523,"moska",0.00017153605738121183,"mosque"
524,"iza",0.00017088133960494766,"iza"
525,"kurioje",0.00017088133960494766,"in which"
526,"robertas",0.00017066310034619293,"robert"
527,"berniukas",0.0001704448610874382,"boy"
528,"kelis",0.00017022662182868348,"several"
529,"tatarskis",0.00016979014331117406,"Tatarski"
530,"kūnas",0.0001693536647936646,"body"
531,"nepaprastai",0.0001693536647936646,"immensely"
532,"mačiau",0.0001684807077586457,"I saw"
533,"moterų",0.0001684807077586457,"women"
534,"priekį",0.00016826246849989098,"forward"
535,"m.",0.00016804422924113628,"m."
536,"pasaulis",0.00016804422924113628,"the world"
537,"prezidentas",0.0001673895114648721,"President"
538,"kuriuo",0.0001673895114648721,"by which"
539,"aukso",0.00016673479368860793,"gold"
540,"žmogų",0.0001665165544298532,"man"
541,"sunkiai",0.00016629831517109847,"hard"
542,"mažiau",0.00016608007591234378,"less"
543,"džobsas",0.0001654253581360796,"jobs"
544,"dalį",0.00016520711887732487,"part"
545,"kūno",0.00016498887961857015,"body"
546,"vaikų",0.00016498887961857015,"children"
547,"turis",0.00016477064035981542,"turis"
548,"niekad",0.000164334161842306,"never"
549,"atsitiko",0.00016389768332479655,"happened"
550,"mama",0.0001634612048072871,"mom"
551,"žodžio",0.00016280648703102292,"of the word"
552,"jonas",0.0001625882477722682,"ion"
553,"neturėjo",0.0001623700085135135,"did not have"
554,"šeimos",0.00016215176925475877,"families"
555,"namuose",0.00016193352999600404,"at home"
556,"vyksta",0.00016171529073724932,"going on"
557,"žemę",0.0001614970514784946,"land"
558,"pridūrė",0.0001614970514784946,"added"
559,"dešimt",0.00016127881221973987,"ten"
560,"kurias",0.000160405855184721,"which"
561,"jame",0.000160405855184721,"yeah"
562,"žodžių",0.00016018761592596627,"of words"
563,"vaikas",0.00015996937666721154,"child"
564,"pirmiausia",0.00015975113740845681,"first of all"
565,"dėmesio",0.00015975113740845681,"attention"
566,"truputį",0.0001595328981497021,"a little"
567,"šių",0.00015931465889094736,"these"
568,"paliko",0.0001588781803734379,"left"
569,"bandė",0.0001586599411146832,"tried"
570,"šitai",0.00015822346259717376,"this one"
571,"gerokai",0.00015822346259717376,"significantly"
572,"paklausiau",0.00015756874482090959,"I asked"
573,"lėtai",0.00015756874482090959,"slowly"
574,"puolė",0.00015735050556215486,"attacked"
575,"vyro",0.00015735050556215486,"husband"
576,"romos",0.00015691402704464544,"Roman"
577,"stebėjo",0.00015691402704464544,"watched"
578,"moters",0.0001566957877858907,"woman"
579,"itin",0.00015647754852713598,"extremely"
580,"kažkur",0.00015625930926838126,"somewhere"
581,"gyveno",0.0001558228307508718,"lived"
582,"nusijuokė",0.00015560459149211708,"laughed"
583,"tikra",0.00015560459149211708,"real"
584,"gyvenime",0.00015560459149211708,"in life"
585,"smarkiai",0.00015516811297460763,"severely"
586,"grįžti",0.0001547316344570982,"to come back"
587,"gero",0.0001547316344570982,"good"
588,"šiol",0.00015429515593958876,"so far"
589,"vilnius",0.00015407691668083403,"Vilnius"
590,"pamatyti",0.00015342219890456985,"to see"
591,"tokiu",0.00015298572038706043,"such"
592,"pinigus",0.00015298572038706043,"money"
593,"tariau",0.00015254924186955098,"I said"
594,"garsiai",0.00015254924186955098,"out loud"
595,"širdį",0.00015254924186955098,"heart"
596,"neronas",0.0001518945240932868,"neron"
597,"tūkstančių",0.0001518945240932868,"thousands"
598,"šviesos",0.00015167628483453208,"light"
599,"niekam",0.00015167628483453208,"to anyone"
600,"dienas",0.00015145804557577735,"days"
601,"manė",0.00015145804557577735,"thought"
602,"nutiko",0.00015123980631702265,"happened"
603,"keista",0.00015102156705826793,"strange"
604,"vieta",0.0001508033277995132,"place"
605,"daugybę",0.0001508033277995132,"many"
606,"durys",0.00015058508854075847,"doors"
607,"atsargiai",0.00014971213150573957,"with caution"
608,"turėjau",0.00014949389224698487,"I had to"
609,"galų",0.00014905741372947542,"ends"
610,"senis",0.0001488391744707207,"old man"
611,"apskritai",0.0001488391744707207,"overall"
612,"ryto",0.00014818445669445652,"morning"
613,"rytoj",0.00014818445669445652,"tomorrow"
614,"žinoti",0.00014818445669445652,"to know"
615,"laukia",0.00014774797817694707,"waiting"
616,"kojos",0.00014752973891819237,"legs"
617,"dalykų",0.00014752973891819237,"things"
618,"jav",0.00014731149965943764,"jav"
619,"labiausiai",0.00014731149965943764,"most"
620,"šviesa",0.0001468750211419282,"light"
621,"pusėje",0.00014665678188317347,"side"
622,"pakankamai",0.00014643854262441874,"enough"
623,"kokią",0.00014622030336566402,"what kind"
624,"kompanija",0.00014622030336566402,"company"
625,"nakties",0.0001460020641069093,"overnight"
626,"ponas",0.0001460020641069093,"sir"
627,"argi",0.0001457838248481546,"too"
628,"patraukė",0.00014556558558939987,"attracted"
629,"gyvas",0.00014534734633064514,"alive"
630,"valstybės",0.0001449108678131357,"countries"
631,"tvirtai",0.00014447438929562624,"firmly"
632,"porą",0.00014447438929562624,"couple"
633,"norėčiau",0.0001440379107781168,"I would like to"
634,"pirma",0.0001438196715193621,"first"
635,"manimi",0.00014360143226060736,"me"
636,"tapti",0.00014338319300185264,"to become"
637,"draugas",0.0001429467144843432,"friend"
